Time,Temp (C),Gas (Ohm),Humidity (%),PM 1.0: %d,PM 2.5: %d,PM 10: %d,Particles > 0.3um / 0.1L air,Particles > 0.5um / 0.1L air,Particles > 1.0um / 0.1L air,Particles > 2.5um / 0.1L air,Particles > 5.0um / 0.1L air,Particles > 10um / 0.1L air
1740008204.490551,23.781171875,140926,50.026872195833015,0,0,0,141,37,4,0,0,0
1740008205.50237,23.779609375,141758,50.014672592344546,0,0,0,165,44,4,0,0,0
1740008206.5142713,23.7784375,141639,49.98452448361823,0,0,0,165,44,4,0,0,0
1740008207.5260186,23.776875,141878,49.99032559297555,0,0,0,165,44,4,0,0,0
1740008208.537845,23.776484375,142117,49.98427656953632,0,0,0,153,40,1,0,0,0
1740008209.5496216,23.7755078125,142842,49.984152614375105,0,0,0,153,40,1,0,0,0
1740008210.5607886,23.7743359375,142117,49.97800465791845,0,0,0,153,40,1,0,0,0
1740008211.5728476,23.773359375,142238,49.99587891563534,0,0,0,171,48,1,0,0,0
1740008212.5845973,23.772578125,141519,50.001779524765816,0,0,0,171,48,1,0,0,0
1740008213.5963693,23.773359375,141163,50.00787871039903,0,0,0,171,48,1,0,0,0
1740008214.60839,23.7739453125,142238,50.037956115783714,0,0,0,183,52,1,0,0,0
1740008215.6201923,23.7755078125,141282,50.04415582453671,0,0,0,183,52,1,0,0,0
1740008216.632069,23.778046875,142600,50.04447841021149,0,0,0,183,52,1,0,0,0
1740008217.6438494,23.7805859375,142721,50.050802480574916,0,0,0,183,52,1,0,0,0
1740008218.655635,23.7833203125,142238,50.06915565167928,0,0,0,183,52,1,0,0,0
1740008219.667568,23.784296875,142842,50.08728732530162,0,0,0,183,52,1,0,0,0
1740008220.6793098,23.78625,141997,50.09353858831183,0,0,0,183,54,2,0,0,0
1740008221.691193,23.7878125,143207,50.09974042575178,0,0,0,183,54,2,0,0,0
1740008222.7029748,23.789765625,142721,50.11799953462111,0,0,0,183,54,2,0,0,0
1740008223.7142215,23.7919140625,141997,50.12427683525609,0,1,1,162,50,5,1,0,0
1740008224.7260292,23.7934765625,143085,50.11246778512284,0,1,1,162,50,5,1,0,0
1740008225.737858,23.7969921875,143085,50.1129149839474,0,1,1,162,50,5,1,0,0
1740008226.7497509,23.801484375,143943,50.1194903416855,1,1,1,171,53,6,1,0,0
1740008227.7614384,23.8055859375,142238,50.1380252469173,1,1,1,171,53,6,1,0,0
1740008228.773327,23.8087109375,142600,50.16244332897421,1,1,1,171,53,6,1,0,0
1740008229.785033,23.8128125,142600,50.15696009104481,1,1,1,177,55,7,1,0,0
1740008230.7967806,23.817890625,143329,50.139591290994176,1,1,1,177,55,7,1,0,0
1740008231.808434,23.82140625,143329,50.170065485087136,1,1,1,177,55,7,1,0,0
1740008232.8207462,23.8251171875,143329,50.1525213008099,1,1,1,177,55,7,1,0,0
1740008233.8324971,23.828828125,142963,50.152993761847796,1,1,1,177,55,7,1,0,0
1740008234.84447,23.8313671875,143207,50.12929718305594,1,1,1,177,55,7,1,0,0
1740008235.8560374,23.834296875,143820,50.11766126245428,0,1,1,165,51,7,1,0,0
1740008236.8675113,23.837421875,142358,50.09404358072079,0,1,1,165,51,7,1,0,0
1740008237.8792658,23.8399609375,142721,50.09436658294742,0,1,1,165,51,7,1,0,0
1740008238.8907588,23.8411328125,142842,50.088512278045506,0,1,1,150,46,7,1,0,0
1740008239.9022925,23.842109375,143574,50.06462490420654,0,1,1,150,46,7,1,0,0
1740008240.9138997,23.8434765625,143943,50.04679209927271,0,1,1,150,46,7,1,0,0
1740008241.9254375,23.844453125,144437,50.0349127807462,0,1,1,132,40,6,1,0,0
1740008242.9369574,23.845234375,143574,50.01100750338694,0,1,1,132,40,6,1,0,0
1740008243.9481723,23.846796875,144437,49.987204566203665,0,1,1,132,40,6,1,0,0
1740008244.9598567,23.849140625,142963,49.98150235648841,0,0,0,132,38,6,1,0,0
1740008245.971736,23.8516796875,143574,49.96382624490532,0,0,0,132,38,6,1,0,0
1740008246.983589,23.8534375,143820,49.958050286906385,0,0,0,132,38,6,1,0,0
1740008247.9953969,23.8551953125,143207,49.952274490558025,0,0,0,132,36,6,1,0,0
1740008249.0074465,23.85734375,144437,49.934551443736325,0,0,0,132,36,6,1,0,0
1740008250.0192657,23.859296875,142842,49.928801110680304,0,0,0,132,36,6,1,0,0
1740008251.031152,23.8614453125,143820,49.92307572084056,0,0,0,120,32,5,1,0,0
1740008252.042836,23.86359375,143697,49.91135280817404,0,0,0,120,32,5,1,0,0
1740008253.0544329,23.8661328125,144811,49.90567745987195,0,0,0,120,32,5,1,0,0
1740008254.0680783,23.8700390625,143451,49.882184834840274,0,0,0,120,32,2,0,0,0
1740008255.0799823,23.8731640625,143943,49.90057216368727,0,0,0,120,32,2,0,0,0
